Company Code,Rate,Payment Date,Currency
EBOXTR,0.010,14-03-2022,GBP
EBOXTR,0.011,14-01-2022,GBP
EBOXTR,0.011,10-09-2021,GBP
EBOXTR,0.011,18-06-2021,GBP
HOBOWL,0.085,23-02-2024,GBP
HOBOWL,0.033,05-07-2023,GBP
HOBOWL,0.085,24-02-2023,GBP
HOBOWL,0.030,06-07-2022,GBP
HOBOWL,0.052,19-02-2020,GBP
HOBOWL,0.023,10-07-2019,GBP
HOBOWL,0.042,27-02-2019,GBP
VIVCT,0.461,23-02-2024,GBP
VIVCT,0.134,03-07-2023,GBP
VIVCT,0.461,17-02-2023,GBP
VIVCT,0.134,29-06-2022,GBP
VIVCT,0.461,18-02-2022,GBP
VIVCT,0.134,30-06-2021,GBP
VIVCT,0.461,19-02-2021,GBP
VIVCT,0.461,21-02-2020,GBP
VIVCT,0.134,28-06-2019,GBP
VIVCT,0.461,22-02-2019,GBP
PEPETS,0.045,12-01-2024,GBP
PEPETS,0.083,11-07-2023,GBP
PEPETS,0.045,06-01-2023,GBP
PEPETS,0.075,12-07-2022,GBP
PEPETS,0.043,07-01-2022,GBP
PEPETS,0.055,13-07-2021,GBP
PEPETS,0.025,08-01-2021,GBP
PEPETS,0.050,14-07-2020,GBP
PEPETS,0.025,10-01-2020,GBP
PEPETS,0.050,16-07-2019,GBP
PEPETS,0.025,11-01-2019,GBP
PEPETS,0.050,17-07-2018,GBP
BEHL,0.950,10-01-2024,GBP
BEHL,0.450,03-07-2023,GBP
BEHL,0.950,11-01-2023,GBP
BEHL,0.450,01-07-2022,GBP
BEHL,0.825,12-01-2022,GBP
BEHL,0.350,01-07-2021,GBP
BEHL,0.500,08-01-2021,GBP
BEHL,1.000,08-01-2020,GBP
BEHL,0.504,04-07-2019,GBP
BEHL,0.950,09-01-2019,GBP
SEPD,0.023,10-05-2024,GBP
SEPD,0.011,06-10-2023,GBP
SEPD,0.019,09-06-2023,GBP
SEPD,0.009,06-10-2022,GBP
SEPD,0.016,07-06-2022,GBP
SEPD,0.008,12-10-2021,GBP
RHIMA,1.250,13-06-2024,EUR
RHIMA,0.550,22-09-2023,EUR
RHIMA,1.100,06-07-2023,EUR
RHIMA,0.500,23-09-2022,EUR
RHIMA,1.000,14-06-2022,EUR
RHIMA,0.500,14-09-2021,EUR
RHIMA,1.000,30-06-2021,EUR
RHIMA,0.500,21-12-2020,EUR
RHIMA,0.500,09-01-2020,EUR
RHIMA,1.500,03-07-2019,EUR
PAPAG,0.264,08-03-2024,GBP
PAPAG,0.110,28-07-2023,GBP
PAPAG,0.192,03-03-2023,GBP
PAPAG,0.094,29-07-2022,GBP
PAPAG,0.189,04-03-2022,GBP
PAPAG,0.072,23-07-2021,GBP
PAPAG,0.144,26-02-2021,GBP
PAPAG,0.142,17-02-2020,GBP
PAPAG,0.070,26-07-2019,GBP
PAPAG,0.139,18-02-2019,GBP
WEOH,0.080,28-11-2019,GBP
WEOH,0.040,30-05-2019,GBP
WEOH,0.080,29-11-2018,GBP
STSTHR,0.116,07-06-2024,GBP
STSTHR,0.050,08-12-2023,GBP
STSTHR,0.110,09-06-2023,GBP
STSTHR,0.050,02-12-2022,GBP
STSTHR,0.080,10-06-2022,GBP
STSTHR,0.030,03-12-2021,GBP
STSTHR,0.050,04-06-2021,GBP
STSTHR,0.051,06-12-2019,GBP
STSTHR,0.098,07-06-2019,GBP
STSTHR,0.047,07-12-2018,GBP
CYBGCL,0.020,20-03-2024,GBP
CYBGCL,0.033,21-06-2023,GBP
CYBGCL,0.075,15-03-2023,GBP
CYBGCL,0.025,21-06-2022,GBP
CYBGCL,0.010,11-03-2022,GBP
HAHL.,0.132,28-03-2024,GBP
HAHL.,0.288,15-12-2023,GBP
HAHL.,0.127,31-03-2023,GBP
HAHL.,0.274,24-10-2022,GBP
HAHL.,0.123,01-04-2022,GBP
HAHL.,0.266,20-10-2021,GBP
HAHL.,0.119,08-03-2021,GBP
HAHL.,0.263,16-10-2020,GBP
HAHL.,0.112,09-03-2020,GBP
HAHL.,0.234,18-10-2019,GBP
HAHL.,0.103,11-03-2019,GBP
HAHL.,0.221,19-10-2018,GBP
HAHL.,2019,2021 2022,2023
INARX,0.243,17-06-2024,GBP
INARX,0.096,01-09-2023,GBP
INARX,0.213,19-06-2023,GBP
INARX,0.075,02-09-2022,GBP
INARX,0.161,21-06-2022,GBP
INARX,0.064,03-09-2021,GBP
INARX,0.069,21-06-2021,GBP
INARX,0.089,04-09-2019,GBP
INARX,0.179,21-06-2019,GBP
INARX,0.089,05-09-2018,GBP
FDFDM,0.170,13-10-2023,GBP
FDFDM,0.190,30-06-2023,GBP
FDFDM,0.170,30-09-2022,GBP
FDFDM,0.180,10-06-2022,GBP
FDFDM,0.150,03-09-2021,GBP
FDFDM,0.150,04-06-2021,GBP
FDFDM,0.130,26-02-2021,GBP
FDFDM,0.185,04-09-2020,GBP
FDFDM,0.160,20-09-2019,GBP
FDFDM,0.155,14-06-2019,GBP
FDFDM,0.145,21-09-2018,GBP
FDFDM,0.140,15-06-2018,GBP
FDFDM,2019,2021 2022,2023
MOMGNS,0.780,16-05-2024,GBP
MOMGNS,0.360,26-10-2023,GBP
MOMGNS,0.680,18-05-2023,GBP
MOMGNS,0.330,26-10-2022,GBP
MOMGNS,0.620,18-05-2022,GBP
MOMGNS,0.300,26-10-2021,GBP
MOMGNS,0.400,19-05-2021,GBP
MOMGNS,0.210,08-12-2020,GBP
MOMGNS,0.210,28-10-2019,GBP
MOMGNS,0.340,20-05-2019,GBP
MOMGNS,0.190,29-10-2018,GBP
MOMGNS,0.290,21-05-2018,GBP
MOMGNS,2019,2021 2022,2023
ININVP,0.155,22-12-2023,GBP
ININVP,0.175,04-09-2023,GBP
ININVP,0.135,09-01-2023,GBP
ININVP,0.140,08-08-2022,GBP
ININVP,0.103,22-12-2021,GBP
ININVP,0.070,10-08-2021,GBP
ININVP,0.052,04-01-2021,GBP
ININVP,0.080,18-12-2019,GBP
ININVP,0.098,12-08-2019,GBP
ININVP,0.080,19-12-2018,GBP
MOMONY,0.089,10-05-2024,GBP
MOMONY,0.032,08-09-2023,GBP
MOMONY,0.086,11-05-2023,GBP
MOMONY,0.031,02-09-2022,GBP
MOMONY,0.086,12-05-2022,GBP
MOMONY,0.031,03-09-2021,GBP
MOMONY,0.086,20-05-2021,GBP
MOMONY,0.031,11-09-2020,GBP
MOMONY,0.086,14-05-2020,GBP
MOMONY,0.031,13-09-2019,GBP
MOMONY,0.081,16-05-2019,GBP
MOMONY,0.030,14-09-2018,GBP
HIHO,0.280,05-07-2024,GBP
HIHO,0.150,05-01-2024,GBP
HIHO,0.220,07-07-2023,GBP
HIHO,0.130,06-01-2023,GBP
HIHO,0.190,08-07-2022,GBP
HIHO,0.120,07-01-2022,GBP
HIHO,0.175,09-07-2021,GBP
HIHO,0.092,08-01-2021,GBP
HIHO,0.106,03-01-2020,GBP
HIHO,0.218,01-07-2019,GBP
HIHO,0.100,03-01-2019,GBP
HIHO,0.206,02-07-2018,GBP
HIHO,2019,2021 2022,2023
DODOM,0.072,09-05-2024,GBP
DODOM,0.033,20-09-2023,GBP
DODOM,0.068,11-05-2023,GBP
DODOM,0.032,21-09-2022,GBP
DODOM,0.068,10-05-2022,GBP
DODOM,0.030,24-09-2021,GBP
DODOM,0.091,04-05-2021,GBP
DODOM,0.056,18-09-2020,GBP
DODOM,0.042,07-10-2019,GBP
DODOM,0.055,25-04-2019,GBP
DODOM,0.041,14-09-2018,GBP
DODOM,0.053,24-04-2018,GBP
DODOM,2019,2021 2022,2023
PHUA,0.044,23-05-2024,GBP
PHUA,0.030,23-11-2023,GBP
PHUA,0.030,12-05-2023,GBP
PHUA,0.026,03-11-2022,GBP
PHUA,0.029,13-05-2022,GBP
PHUA,0.047,08-11-2019,GBP
PHUA,0.037,10-05-2019,GBP
PHUA,0.047,09-11-2018,GBP
DIDGOC,0.875,28-03-2024,USD
DIDGOC,0.044,29-12-2023,USD
DIDGOC,0.875,29-09-2023,USD
DIDGOC,0.875,30-06-2023,USD
DIDGOC,0.875,28-03-2023,USD
DIDGOC,0.850,28-12-2022,USD
DIDGOC,0.850,26-09-2022,USD
DIDGOC,0.850,30-06-2022,USD
DIDGOC,0.850,28-03-2022,USD
DIDGOC,0.800,17-12-2021,USD
DIDGOC,0.800,24-09-2021,USD
DIDGOC,0.800,24-06-2021,USD
KAKNOS,0.082,15-12-2023,GBP
KAKNOS,0.161,20-10-2023,GBP
KAKNOS,0.078,16-12-2022,GBP
KAKNOS,0.151,28-10-2022,GBP
KAKNOS,0.071,24-12-2021,GBP
KAKNOS,0.151,29-10-2021,GBP
KAKNOS,0.064,18-12-2020,GBP
KAKNOS,0.035,20-12-2019,GBP
KAKNOS,0.065,25-10-2019,GBP
KAKNOS,0.028,28-12-2018,GBP
COCOA,0.020,30-05-2024,USD
COCOA,0.008,15-11-2023,USD
COCOA,0.017,25-05-2023,USD
COCOA,0.007,16-11-2022,USD
COCOA,0.015,25-05-2022,USD
COCOA,0.006,16-11-2021,USD
COCOA,0.013,25-05-2021,USD
COCOA,0.006,15-11-2019,USD
COCOA,0.012,28-05-2019,USD
COCOA,0.005,16-11-2018,USD
BRBREE,0.040,10-11-2023,GBP
BRBREE,0.070,05-05-2023,GBP
BRBREE,0.035,30-09-2022,GBP
BRBREE,0.055,20-05-2022,GBP
ELELM,0.017,31-05-2024,GBP
ELELM,0.022,27-09-2019,GBP
ELELM,0.043,31-05-2019,GBP
ELELM,0.021,28-09-2018,GBP
GEGNS,0.103,28-03-2024,GBP
GEGNS,0.217,08-12-2023,GBP
GEGNS,0.103,30-03-2023,GBP
GEGNS,0.217,09-12-2022,GBP
GEGNS,0.103,31-03-2022,GBP
GEGNS,0.217,10-12-2021,GBP
GEGNS,0.103,01-04-2021,GBP
GEGNS,0.197,11-12-2020,GBP
GEGNS,0.094,02-04-2020,GBP
GEGNS,0.188,29-11-2019,GBP
GEGNS,0.089,04-04-2019,GBP
GEGNS,0.179,30-11-2018,GBP
DRDRX,0.139,17-05-2024,GBP
DRDRX,0.092,06-10-2023,GBP
DRDRX,0.126,19-05-2023,GBP
DRDRX,0.084,07-10-2022,GBP
DRDRX,0.113,13-05-2022,GBP
DRDRX,0.075,08-10-2021,GBP
DRDRX,0.103,14-05-2021,GBP
DRDRX,0.068,02-10-2020,GBP
DRDRX,0.095,15-05-2020,GBP
DRDRX,0.064,11-10-2019,GBP
DRDRX,0.085,10-05-2019,GBP
DRDRX,0.056,12-10-2018,GBP
CACCL,0.500,13-03-2020,USD
CACCL,0.500,13-12-2019,USD
CACCL,0.500,13-09-2019,USD
CACCL,0.500,14-06-2019,USD
CACCL,0.500,15-03-2019,USD
CACCL,0.500,14-12-2018,USD
CACCL,0.500,14-09-2018,USD
REEQS,0.050,08-04-2024,GBP
REEQS,0.200,16-11-2023,GBP
REEQS,0.100,06-04-2023,GBP
REEQS,0.220,16-11-2022,GBP
REEQS,0.100,08-04-2022,GBP
REEQS,0.185,17-11-2021,GBP
REEQS,0.060,09-04-2021,GBP
REEQS,0.205,13-11-2019,GBP
REEQS,0.100,09-04-2019,GBP
REEQS,0.190,13-11-2018,GBP
ENENOG,0.300,29-03-2024,USD
ENENOG,0.300,29-12-2023,USD
ENENOG,0.300,29-09-2023,USD
ENENOG,0.300,30-06-2023,USD
ENENOG,0.300,30-03-2023,USD
ENENOG,0.300,30-12-2022,USD
PEPNN,0.140,05-04-2024,GBP
PEPNN,0.298,04-09-2023,GBP
PEPNN,0.130,05-04-2023,GBP
PEPNN,0.268,05-09-2022,GBP
PEPNN,0.117,05-04-2022,GBP
PEPNN,0.225,02-09-2021,GBP
PEPNN,0.070,01-04-2021,GBP
PEPNN,0.310,02-09-2020,GBP
PEPNN,0.141,03-04-2020,GBP
PEPNN,0.291,03-09-2019,GBP
PEPNN,0.132,04-04-2019,GBP
PEPNN,0.274,04-09-2018,GBP
PEPNN,2019,2021 2022,2023
TRIA,0.055,09-05-2024,GBP
TRIA,0.125,10-11-2023,GBP
TRIA,0.265,18-05-2023,GBP
TRIA,0.125,11-11-2022,GBP
TRIA,0.260,13-05-2022,GBP
TRIA,0.120,05-11-2021,GBP
TRIA,0.147,08-11-2019,GBP
TRIA,0.298,17-05-2019,GBP
TRIA,0.147,09-11-2018,GBP
GRMT,0.460,24-05-2024,GBP
GRMT,0.160,06-10-2023,GBP
GRMT,0.440,26-05-2023,GBP
GRMT,0.150,07-10-2022,GBP
GRMT,0.420,08-06-2022,GBP
GRMT,0.150,08-10-2021,GBP
GRMT,0.119,03-10-2019,GBP
GRMT,0.250,30-05-2019,GBP
GRMT,0.107,04-10-2018,GBP
REMN,0.168,09-04-2024,GBP
REMN,0.594,07-12-2023,GBP
REMN,0.168,11-04-2023,GBP
REMN,0.566,05-12-2022,GBP
REMN,0.160,11-04-2022,GBP
REMN,0.520,29-11-2021,GBP
REMN,0.140,06-04-2021,GBP
REMN,0.460,31-10-2019,GBP
REMN,0.140,08-04-2019,GBP
FEFXPO,0.053,04-07-2022,GBP
FEFXPO,0.132,28-06-2022,USD
FEFXPO,0.050,28-01-2022,GBP
FEFXPO,0.096,01-07-2021,GBP
FEFXPO,0.051,26-08-2020,GBP
FEFXPO,0.052,03-07-2020,GBP
FEFXPO,0.033,02-07-2020,USD
FEFXPO,0.066,03-09-2019,USD
FEFXPO,0.051,01-07-2019,GBP
FEFXPO,0.025,26-09-2018,GBP
PLUSIL,0.391,11-07-2024,USD
PLUSIL,0.413,09-11-2023,USD
PLUSIL,0.216,11-07-2023,USD
PLUSIL,0.624,11-11-2022,USD
PLUSIL,0.378,11-07-2022,USD
PLUSIL,0.592,11-11-2021,USD
PLUSIL,0.542,12-07-2021,USD
PLUSIL,0.953,11-11-2020,USD
PLUSIL,0.377,13-07-2020,USD
PLUSIL,0.273,28-11-2019,USD
PLUSIL,0.619,09-07-2019,USD
PLUSIL,1.379,22-11-2018,USD
DIXDC,0.010,27-01-2023,GBP
DIXDC,0.022,16-09-2022,GBP
DIXDC,0.010,21-01-2022,GBP
DIXDC,0.030,24-09-2021,GBP
DIXDC,0.023,24-01-2020,GBP
DIXDC,0.045,27-09-2019,GBP
DIXDC,0.023,25-01-2019,GBP
QIQQ.,0.026,02-02-2024,GBP
QIQQ.,0.053,24-08-2023,GBP
QIQQ.,0.024,03-02-2023,GBP
QIQQ.,0.050,25-08-2022,GBP
QIQQ.,0.023,04-02-2022,GBP
QIQQ.,0.047,26-08-2021,GBP
QIQQ.,0.022,05-02-2021,GBP
QIQQ.,0.044,16-11-2020,GBP
QIQQ.,0.022,07-02-2020,GBP
QIQQ.,0.045,30-08-2019,GBP
QIQQ.,0.021,08-02-2019,GBP
QIQQ.,0.042,31-08-2018,GBP
IMFOU,1.170,03-06-2024,GBP
IMFOU,0.508,15-09-2023,GBP
IMFOU,0.992,01-06-2023,GBP
IMFOU,0.330,16-09-2022,GBP
IMFOU,0.230,31-05-2022,GBP
IMFOU,0.108,21-09-2021,GBP
IMFOU,0.205,17-09-2019,GBP
IMFOU,0.373,15-05-2019,GBP
IMFOU,0.159,18-09-2018,GBP
PZPZC,0.015,04-04-2024,GBP
PZPZC,0.037,30-11-2023,GBP
PZPZC,0.027,06-04-2023,GBP
PZPZC,0.037,30-11-2022,GBP
PZPZC,0.027,07-04-2022,GBP
PZPZC,0.034,30-11-2021,GBP
PZPZC,0.027,01-04-2021,GBP
PZPZC,0.031,03-12-2020,GBP
PZPZC,0.027,06-04-2020,GBP
PZPZC,0.056,03-10-2019,GBP
PZPZC,0.027,08-04-2019,GBP
PZPZC,0.056,04-10-2018,GBP
IBI,0.036,31-05-2024,GBP
IBI,0.034,15-09-2023,GBP
IBI,0.055,12-05-2023,GBP
IBI,0.033,13-09-2022,GBP
IBI,0.050,13-05-2022,GBP
IBI,0.025,17-09-2021,GBP
IBI,0.016,14-05-2021,GBP
IBI,0.032,20-09-2019,GBP
IBI,0.065,07-06-2019,GBP
IBI,0.030,21-09-2018,GBP
CLQH,0.450,24-11-2023,GBP
CLQH,0.225,26-04-2023,GBP
CLQH,0.440,22-11-2022,GBP
CLQH,0.220,27-04-2022,GBP
CLQH,0.420,23-11-2021,GBP
CLQH,0.180,28-04-2021,GBP
CLQH,0.400,24-11-2020,GBP
CLQH,0.440,26-11-2019,GBP
CLQH,0.220,24-04-2019,GBP
CLQH,0.420,20-11-2018,GBP
FUFUTR,0.034,13-02-2024,GBP
FUFUTR,0.034,14-02-2023,GBP
FUFUTR,0.028,09-02-2022,GBP
FUFUTR,0.016,16-02-2021,GBP
FUFUTR,0.010,14-02-2020,GBP
PRCI,0.130,22-05-2024,USD
PRCI,0.120,18-10-2023,USD
PRCI,0.120,24-05-2023,USD
PRCI,0.110,19-10-2022,USD
PLPTEC,0.061,22-10-2019,EUR
PLPTEC,0.120,31-05-2019,EUR
PLPTEC,0.121,23-10-2018,EUR
PAPPH,0.160,27-10-2023,GBP
PAPPH,0.120,31-05-2023,GBP
PAPPH,0.030,14-10-2022,GBP
PAPPH,0.170,15-10-2019,GBP
PAPPH,0.190,20-05-2019,GBP
PAPPH,0.160,15-10-2018,GBP
