Symbol,AnnualDividendsPerShare,DividendYield,PayoutRatio,RetentionRatio,DividendCount,Sector_1,Sector_2,Sector_3,Sector_4,Sector_5,Sector_6,Sector_7,Sector_8,Sector_9,Sector_10,Sector_11,Sector_12
OCCI,2.4,35.98,18.302007434944237,0.8169799256505577,5.0,0,0,0,0,1,0,0,0,0,0,0,0
OCCIN,1.3125,5.82,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OCCIO,1.5313,6.47,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OCFC,0.8,4.63,8.26,0.9174,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OCFCP,1.75,7.29,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OCSL,2.2,10.83,12.78,0.8722,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ODFL,1.6,0.39,36.87,0.6313,4.0,0,0,0,0,0,0,1,0,0,0,0,0
OFS,1.36,11.88,25.44,0.7456,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OFSSH,1.2375,5.69,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OLED,1.4,0.74,43.92,0.5608,4.0,0,0,0,0,0,0,0,0,0,1,0,0
ONB,0.56,3.33,7.85,0.9215,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ONBPO,1.75,7.12,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ONBPP,1.75,7.06,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OPBK,0.48,4.32,6.47,0.9353,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OPI,1.0,14.75,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OPINL,1.5938,13.02,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OPOF,0.56,3.11,10.1,0.899,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OPRA,0.8,5.82,19.04,0.8096,2.0,0,0,0,0,0,0,0,0,0,1,0,0
ORRF,0.8,2.74,8.15,0.9185,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OSBC,0.2,1.27,7.47,0.9253,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OTEX,1.0,2.37,32.64,0.6736,4.0,0,0,0,0,0,0,0,0,0,1,0,0
OTTR,1.75,2.03,13.18,0.8682,4.0,0,0,0,0,0,0,0,0,0,0,0,1
OVBC,0.88,3.68,8.82,0.9117999999999999,5.0,0,0,0,0,1,0,0,0,0,0,0,0
OVLY,0.32,1.1,6.94,0.9306,2.0,0,0,0,0,1,0,0,0,0,0,0,0
OXLC,0.96,19.67,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OXLCM,1.6875,6.78,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OXLCN,1.7813,7.55,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OXLCO,1.5,6.76,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OXLCP,1.5625,6.82,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
OXSQ,0.42,14.63,143.5,-0.43500000000000005,13.0,0,0,0,0,1,0,0,0,0,0,0,0
OXSQG,1.375,6.16,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
OXSQZ,1.5625,6.46,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OZK,1.48,2.95,8.91,0.9109,4.0,0,0,0,0,1,0,0,0,0,0,0,0
OZKAP,1.1562,6.82,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PAA,1.07,7.09,11.26,0.8874,4.0,0,0,0,1,0,0,0,0,0,0,0,0
PAGP,1.07,6.75,16.17,0.8383,4.0,0,0,0,1,0,0,0,0,0,0,0,0
PAHC,0.48,4.21,22.26,0.7774,4.0,0,0,0,0,0,1,0,0,0,0,0,0
PANL,0.4,5.09,8.93,0.9107000000000001,4.0,0,1,0,0,0,0,0,0,0,0,0,0
PATK,2.2,2.23,14.65,0.8535,4.0,0,1,0,0,0,0,0,0,0,0,0,0
PAX,0.796,5.19,19.16,0.8084,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PAYX,3.56,2.99,26.42,0.7358,4.0,0,1,0,0,0,0,0,0,0,0,0,0
PBHC,0.36,2.7,7.93,0.9207,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PCAR,1.08,1.11,12.47,0.8753,5.0,0,1,0,0,0,0,0,0,0,0,0,0
PCB,0.72,3.79,8.18,0.9182,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PCH,1.8,3.66,60.54,0.39460000000000006,4.0,0,0,0,0,0,0,0,0,1,0,0,0
PDCO,1.04,3.66,13.76,0.8624,4.0,0,0,0,0,0,1,0,0,0,0,0,0
PEBK,0.76,2.55,10.31,0.8969,5.0,0,0,0,0,1,0,0,0,0,0,0,0
PEBO,1.56,4.59,9.98,0.9002,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PEGA,0.12,0.24,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
PETS,1.2,15.87,19.90727272727273,0.8009272727272727,3.0,0,0,1,0,0,0,0,0,0,0,0,0
PFBC,2.2,2.94,7.08,0.9292,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PFC,1.24,5.23,7.41,0.9259,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PFG,2.68,3.4,13.09,0.8691,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PFIS,1.64,3.4,10.54,0.8946000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PFXNZ,1.3125,5.96,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PGC,0.2,0.68,8.88,0.9112,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PINC,0.84,3.72,15.39,0.8461,4.0,0,1,0,0,0,0,0,0,0,0,0,0
PKBK,0.72,3.64,7.86,0.9214,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PKOH,0.5,1.87,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
PLBC,1.0,2.35,8.42,0.9158,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PLPC,0.8,0.59,9.09,0.9091,4.0,0,0,0,0,0,0,1,0,0,0,0,0
PMD,0.28,9.76,31.290625,0.6870937500000001,2.0,0,0,0,0,0,1,0,0,0,0,0,0
PNFP,0.88,1.03,11.03,0.8897,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PNFPP,1.688,7.46,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
POOL,4.4,1.11,28.62,0.7138,4.0,0,1,0,0,0,0,0,0,0,0,0,0
POWI,0.8,0.97,74.98,0.2502,4.0,0,0,0,0,0,0,0,0,0,1,0,0
POWL,1.05,1.16,20.24,0.7976,4.0,0,0,0,1,0,0,0,0,0,0,0,0
POWWP,2.2118,8.39,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
PPBI,1.32,4.56,11.74,0.8826,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PRDO,0.44,2.49,8.2,0.918,2.0,0,0,0,0,0,0,0,0,1,0,0,0
PRGS,0.7,1.27,31.29,0.6871,4.0,0,0,0,0,0,0,0,0,0,1,0,0
PROV,0.56,4.63,10.46,0.8954,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PSEC,0.72,11.75,55.73,0.4427,12.0,0,0,0,0,1,0,0,0,0,0,0,0
PSMT,0.92,1.23,21.74,0.7826,2.0,0,1,0,0,0,0,0,0,0,0,0,0
PTEN,0.32,2.91,8.35,0.9165,4.0,0,0,0,1,0,0,0,0,0,0,0,0
PTMN,2.76,15.57,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PTVE,0.4,3.03,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
PWOD,1.28,5.47,10.83,0.8916999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PWP,0.28,2.29,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PXSAP,1.938,8.07,49.75244680851063,0.5024755319148937,12.0,0,1,0,0,0,0,0,0,0,0,0,0
PZZA,1.84,2.51,31.9,0.681,4.0,0,1,0,0,0,0,0,0,0,0,0,0
QCOM,3.2,2.25,22.19,0.7781,4.0,0,0,0,0,0,0,0,0,0,1,0,0
QFIN,1.0,6.73,4.35,0.9565,3.0,0,0,0,0,1,0,0,0,0,0,0,0
QQQX,1.68,7.41,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
QRTEP,8.0,21.94,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RAND,1.0,7.4,6.05,0.9395,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RBB,0.64,3.34,7.24,0.9276,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RCKY,0.62,2.12,21.07,0.7893,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RDUS,0.75,2.42,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
REFI,1.88,11.23,8.29,0.9171,4.0,0,0,0,0,0,0,0,0,1,0,0,0
RELL,0.24,1.81,11.23,0.8876999999999999,4.0,0,0,0,0,0,0,0,0,0,1,0,0
REYN,0.92,3.43,21.11,0.7889,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RGCO,0.79,3.7,18.74,0.8126,4.0,0,0,0,0,0,0,0,0,0,0,0,1
RGLD,1.5,1.23,35.17,0.6483,4.0,0,0,0,0,0,0,1,0,0,0,0,0
RGP,0.56,3.96,12.24,0.8775999999999999,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RICK,0.24,0.37,20.92,0.7908,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RILY,4.0,18.77,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYG,1.25,7.74,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYK,1.375,7.64,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYL,1.8438,9.8,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYM,1.5938,7.62,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYN,1.625,9.07,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYO,1.6875,6.96,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYP,1.7188,9.91,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYT,1.5,9.15,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RILYZ,1.3125,9.7,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RMBI,0.56,4.86,11.07,0.8893,4.0,0,0,0,0,1,0,0,0,0,0,0,0
RMR,1.6,5.86,8.12,0.9188000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ROP,2.73,0.51,19.9,0.801,4.0,0,0,0,0,0,0,1,0,0,0,0,0
ROST,1.34,0.99,27.01,0.7299,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RPRX,0.8,2.92,88.6,0.1140000000000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
RRBI,0.32,0.57,11.05,0.8895,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RRR,1.0,1.91,15.05,0.8495,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RUSHA,0.68,1.45,10.91,0.8909,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RUSHB,0.68,1.36,11.63,0.8836999999999999,4.0,0,1,0,0,0,0,0,0,0,0,0,0
RVSB,0.24,3.77,10.13,0.8987,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SAFT,3.6,4.75,36.5,0.635,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SAMG,0.76,4.41,14.14,0.8586,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SASR,1.36,5.11,9.3,0.907,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SBAC,3.4,1.35,55.74,0.4426,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SBCF,0.72,2.56,23.06,0.7694,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SBFG,0.54,3.6,9.05,0.9095,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SBGI,1.0,7.6,10.09,0.8991,4.0,0,0,0,0,0,0,1,0,0,0,0,0
SBLK,0.88,4.17,9.78,0.9022,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SBRA,1.2,8.34,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SBSI,1.4,4.36,10.4,0.896,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SBUX,2.28,2.39,26.63,0.7337,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SCHL,0.8,2.08,21.49,0.7851,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SCVL,0.48,1.65,10.06,0.8994,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SEIC,0.86,1.33,19.06,0.8094,2.0,0,0,0,0,1,0,0,0,0,0,0,0
SELF,0.29,6.33,22.9,0.771,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SEVN,1.4,10.81,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SFBC,0.76,1.88,11.52,0.8848,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SGA,1.0,4.82,11.56,0.8844,5.0,0,1,0,0,0,0,0,0,0,0,0,0
SGC,0.56,3.99,30.21,0.6979,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SHBI,0.48,3.43,18.96,0.8104,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SHEN,0.09,0.43,301.29,-2.0129,1.0,0,0,0,0,0,0,0,0,0,0,1,0
SHOO,0.84,1.94,19.42,0.8058,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SHYF,0.2,1.57,15.74,0.8426,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SIGI,1.4,1.42,19.09,0.8091,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SIGIP,1.15,6.67,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SIMO,2.0,3.33,36.7,0.633,1.0,0,0,0,0,0,0,0,0,0,1,0,0
SIRI,0.1064,1.94,17.05,0.8295,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SLM,0.44,2.33,13.96,0.8604,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SLMBP,7.4536,10.82,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SLP,0.24,0.54,91.79,0.08209999999999995,4.0,0,0,0,0,0,0,0,0,0,1,0,0
SLRC,1.64,10.83,11.38,0.8862,11.0,0,0,0,0,1,0,0,0,0,0,0,0
SMBC,0.84,1.59,13.16,0.8684000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SMMF,0.88,2.94,7.87,0.9213,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SNCRL,2.0938,10.75,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
SNY,1.9001,3.88,15.45,0.8455,1.0,0,0,0,0,0,1,0,0,0,0,0,0
SOHOB,2.0,10.08,28.302142857142858,0.7169785714285715,5.0,0,0,0,0,0,0,0,0,1,0,0,0
SOHON,2.0625,10.11,28.302142857142858,0.7169785714285715,5.0,0,0,0,0,0,0,0,0,1,0,0,0
SOHOO,1.9688,9.64,28.302142857142858,0.7169785714285715,5.0,0,0,0,0,0,0,0,0,1,0,0,0
SPFI,0.52,1.76,7.97,0.9203,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SPOK,1.25,8.23,8.37,0.9163,4.0,0,0,0,0,0,0,0,0,0,0,1,0
SPTN,0.86,3.73,19.02,0.8098,4.0,0,1,0,0,0,0,0,0,0,0,0,0
SQFT,0.092,8.0,0.81,0.9919,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SQFTP,2.3437,14.53,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
SRCE,1.36,2.47,10.87,0.8913,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SSBI,0.48,3.78,6.19,0.9381,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SSBK,0.36,1.21,8.02,0.9198,4.0,0,0,0,0,1,0,0,0,0,0,0,0
SSNC,0.96,1.59,24.92,0.7508,4.0,0,0,0,0,0,0,0,0,0,1,0,0
SSSSL,1.5,6.33,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
STBA,1.32,4.05,8.71,0.9129,4.0,0,0,0,0,1,0,0,0,0,0,0,0
STEP,0.84,2.74,28.07,0.7193,4.0,0,0,0,0,1,0,0,0,0,0,0,0
STLD,1.7,1.41,7.75,0.9225,4.0,0,0,0,0,0,0,1,0,0,0,0,0
STRA,2.4,2.61,45.92,0.5408,4.0,0,0,0,0,0,0,0,0,1,0,0,0
STRRP,1.0,10.58,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
SVC,0.8,9.45,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
SWKS,2.72,2.42,18.46,0.8154,4.0,0,0,0,0,0,0,0,0,0,1,0,0
SYBT,1.2,2.37,13.31,0.8669,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TAIT,0.2,5.57,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
TBLD,1.25,7.97,18.302007434944237,0.8169799256505577,12.0,0,0,0,0,1,0,0,0,0,0,0,0
TBNK,0.2,1.85,12.15,0.8785000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TCBC,0.1,0.71,18.302007434944237,0.8169799256505577,2.0,0,0,0,0,1,0,0,0,0,0,0,0
TCBIO,1.4375,7.61,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TCBK,1.2,2.79,11.42,0.8858,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TCBS,0.12,0.8,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TCPC,1.76,15.3,191.67,-0.9166999999999998,5.0,0,0,0,0,1,0,0,0,0,0,0,0
TECH,0.32,0.41,51.17,0.48829999999999996,4.0,0,0,0,0,0,1,0,0,0,0,0,0
TECTP,0.9,8.91,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TER,0.44,0.41,35.21,0.6478999999999999,4.0,0,0,0,0,0,0,1,0,0,0,0,0
TFINP,1.781,8.28,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TFSL,1.13,7.62,55.56,0.4444,4.0,0,0,0,0,1,0,0,0,0,0,0,0
THFF,1.08,2.47,8.1,0.919,2.0,0,0,0,0,1,0,0,0,0,0,0,0
TILE,0.04,0.32,1265.0,-11.65,4.0,0,1,0,0,0,0,0,0,0,0,0,0
TIPT,0.2,1.1,97.21,0.027900000000000036,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TMUS,2.6,1.68,24.23,0.7577,1.0,0,0,0,0,0,0,0,0,0,0,1,0
TOWN,1.0,3.33,13.17,0.8683,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TPG,1.92,4.44,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TRIN,2.16,14.23,10.33,0.8967,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TRINL,1.75,6.94,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TRMK,0.92,3.35,17.9,0.821,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TROW,4.88,4.57,15.44,0.8456,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TRS,0.16,0.62,21.31,0.7869,4.0,0,0,0,0,0,0,1,0,0,0,0,0
TSBK,0.92,2.92,9.6,0.904,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TSCO,4.12,1.95,20.91,0.7908999999999999,4.0,0,1,0,0,0,0,0,0,0,0,0,0
TTEC,1.04,4.79,25.48,0.7452,2.0,0,1,0,0,0,0,0,0,0,0,0,0
TTEK,1.04,0.63,32.49,0.6751,4.0,0,1,0,0,0,0,0,0,0,0,0,0
TW,0.36,0.4,53.16,0.46840000000000004,4.0,0,0,0,0,1,0,0,0,0,0,0,0
TWIN,0.16,1.07,18.53,0.8147,1.0,0,0,0,0,0,0,1,0,0,0,0,0
TXN,5.2,3.12,21.75,0.7825,4.0,0,0,0,0,0,0,0,0,0,1,0,0
TXRH,2.2,1.84,27.62,0.7238,4.0,0,1,0,0,0,0,0,0,0,0,0,0
UBCP,0.68,4.91,8.68,0.9132,4.0,0,0,0,0,1,0,0,0,0,0,0,0
UBFO,0.48,5.59,7.39,0.9261,4.0,0,0,0,0,1,0,0,0,0,0,0,0
UCBIO,1.7188,7.44,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
UFCS,0.64,3.2,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
UFPI,1.2,0.96,14.73,0.8527,4.0,1,0,0,0,0,0,0,0,0,0,0,0
UG,0.2,2.48,14.27,0.8573,1.0,0,1,0,0,0,0,0,0,0,0,0,0
UNB,1.44,4.66,11.85,0.8815,4.0,0,0,0,0,1,0,0,0,0,0,0,0
UNTY,0.48,1.67,7.55,0.9245,4.0,0,0,0,0,1,0,0,0,0,0,0,0
USEG,0.09,8.22,13.215,0.86785,2.0,0,0,0,1,0,0,0,0,0,0,0,0
USLM,0.8,0.35,19.17,0.8083,4.0,0,0,0,0,0,0,1,0,0,0,0,0
UVSP,0.84,3.86,8.26,0.9174,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VABK,1.32,3.38,8.99,0.9101,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VALU,1.12,2.34,24.92,0.7508,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VBFC,0.72,1.84,24.37,0.7563,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VBTX,0.8,3.41,9.05,0.9095,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VCTR,1.28,3.74,11.25,0.8875,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VIASP,3.0369,14.07,24.525,0.75475,4.0,0,0,0,0,0,0,0,0,0,0,0,1
VINP,0.68,6.38,14.53,0.8547,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VIRT,0.96,4.65,12.79,0.8721,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VLGEA,1.0,3.94,7.43,0.9257,4.0,0,0,1,0,0,0,0,0,0,0,0,0
VLYPO,2.3074,9.7,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VNOM,2.28,7.17,13.96,0.8604,4.0,0,0,0,1,0,0,0,0,0,0,0,0
VOXR,0.044,2.16,14.73,0.8527,4.0,1,0,0,0,0,0,0,0,0,0,0,0
VRSK,1.36,0.58,69.59,0.3040999999999999,4.0,0,0,0,0,0,0,0,0,0,1,0,0
VRTS,7.6,3.23,13.07,0.8693,4.0,0,0,0,0,1,0,0,0,0,0,0,0
VSEC,0.4,0.63,26.8,0.732,4.0,0,1,0,0,0,0,0,0,0,0,0,0
VTRS,0.48,4.51,7.05,0.9295,4.0,0,0,0,0,0,1,0,0,0,0,0,0
WABC,1.76,3.14,9.38,0.9062,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WAFD,1.0,3.1,8.84,0.9116,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WAFDP,1.2188,7.94,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WASH,2.24,7.0,10.78,0.8922,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WBA,1.92,7.37,19.90727272727273,0.8009272727272727,4.0,0,0,1,0,0,0,0,0,0,0,0,0
WDFC,3.32,1.4,49.72,0.5028,4.0,0,0,0,0,0,0,1,0,0,0,0,0
WEN,1.0,5.07,21.01,0.7899,4.0,0,1,0,0,0,0,0,0,0,0,0,0
WERN,0.56,1.31,18.51,0.8149,4.0,0,0,0,0,0,0,1,0,0,0,0,0
WILC,0.38,4.1,13.79,0.8621,2.0,0,1,0,0,0,0,0,0,0,0,0,0
WINA,3.2,0.76,37.33,0.6267,4.0,0,1,0,0,0,0,0,0,0,0,0,0
WING,0.88,0.34,111.52,-0.11519999999999997,4.0,0,1,0,0,0,0,0,0,0,0,0,0
WIRE,0.08,0.04,8.4,0.916,4.0,0,0,0,0,0,0,1,0,0,0,0,0
WMG,0.68,1.92,43.62,0.5638000000000001,4.0,0,1,0,0,0,0,0,0,0,0,0,0
WMPN,0.12,0.96,78.38,0.21620000000000006,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WNEB,0.28,3.24,8.65,0.9135,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WSBCP,1.6875,7.07,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WSBF,0.6,4.22,28.4,0.716,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WSFS,0.6,1.3,9.87,0.9013,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WTBA,1.0,4.63,12.82,0.8718,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WTFC,1.6,1.72,9.4,0.906,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WTFCM,1.64,7.18,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WTFCP,1.7188,6.94,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WTW,3.36,1.41,25.38,0.7462,4.0,0,0,0,0,1,0,0,0,0,0,0,0
WVVIP,0.22,4.77,19.90727272727273,0.8009272727272727,1.0,0,0,1,0,0,0,0,0,0,0,0,0
WWD,0.88,0.65,35.87,0.6413,4.0,0,0,0,1,0,0,0,0,0,0,0,0
WYNN,1.0,1.1,1135.5,-10.355,3.0,0,1,0,0,0,0,0,0,0,0,0,0
XEL,2.08,3.38,19.47,0.8053,4.0,0,0,0,0,0,0,0,0,0,0,0,1
XOMAO,2.0938,8.42,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
XOMAP,2.1562,8.46,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
XRAY,0.56,1.59,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
XRX,1.0,5.33,18.06,0.8194,4.0,0,0,0,0,0,0,0,0,0,1,0,0
YORW,0.8108,2.11,24.36,0.7564,4.0,0,0,0,0,0,0,0,0,0,0,0,1
YY,0.8,1.97,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
