Symbol,AnnualDividendsPerShare,DividendYield,PayoutRatio,RetentionRatio,DividendCount,Sector_1,Sector_2,Sector_3,Sector_4,Sector_5,Sector_6,Sector_7,Sector_8,Sector_9,Sector_10,Sector_11,Sector_12
FIP,0.12,2.86,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FITB,1.4,4.07,9.77,0.9023,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FITBI,1.6562,6.49,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FITBO,1.2375,5.31,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FITBP,1.5,6.21,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FLIC,0.84,6.18,10.15,0.8985,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FLXS,0.6,3.37,6.23,0.9377,4.0,0,1,0,0,0,0,0,0,0,0,0,0
FMAO,0.84,3.31,14.19,0.8581,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FMBH,0.92,2.68,10.03,0.8996999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FMNB,0.68,4.77,10.63,0.8936999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FNCB,0.36,5.33,9.26,0.9074,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FNLC,1.4,5.01,9.67,0.9033,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FNWB,0.28,1.77,10.33,0.8967,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FNWD,1.24,4.91,10.02,0.8998,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FORTY,0.630914,2.6358620689655172,15.78,0.8422000000000001,1.0,0,0,0,0,0,0,0,0,0,1,0,0
FOSLL,1.75,13.09,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
FOX,0.52,1.86,13.67,0.8633,2.0,0,0,0,0,0,0,1,0,0,0,0,0
FOXA,0.52,1.74,14.69,0.8531,2.0,0,0,0,0,0,0,1,0,0,0,0,0
FRAF,1.28,4.08,9.92,0.9008,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FRBA,0.24,1.6,13.39,0.8661,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FRME,1.36,3.68,8.8,0.912,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FRMEP,1.8752,7.74,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FRST,0.4,3.38,18.29,0.8171,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FSBC,0.8,3.18,8.63,0.9137,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FSBW,1.0,2.69,8.65,0.9135,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FSFG,0.56,3.46,13.7,0.863,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FTAI,1.2,2.63,37.91,0.6209,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FTAIM,2.375,9.42,27.281764705882352,0.7271823529411765,3.0,0,0,0,0,0,0,1,0,0,0,0,0
FTAIN,2.0625,8.5,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FTAIO,2.0,8.26,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FTAIP,2.0625,8.34,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FULT,0.64,3.87,9.55,0.9045,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FULTP,1.281,7.4,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FUNC,0.8,3.61,7.35,0.9265,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FUND,0.508,6.42,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
FWRD,0.96,1.47,16.14,0.8386,4.0,0,1,0,0,0,0,0,0,0,0,0,0
FXNC,0.6,2.8,8.83,0.9117,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GABC,1.0,3.0,11.01,0.8899,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GAIN,0.96,6.82,6.2,0.938,17.0,0,0,0,0,1,0,0,0,0,0,0,0
GAINN,1.25,5.19,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GAINZ,1.2188,5.24,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GBDC,1.48,9.85,9.89,0.9011,6.0,0,0,0,0,1,0,0,0,0,0,0,0
GCBC,0.32,1.05,18.23,0.8177,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GCMG,0.44,4.94,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GECC,1.4,12.91,5.99,0.9401,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GECCM,1.7063,6.84,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GECCO,1.4851,6.03,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GECCZ,2.2118,8.84,18.302007434944237,0.8169799256505577,2.0,0,0,0,0,1,0,0,0,0,0,0,0
GEGGL,1.8326,8.54,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GEHC,0.12,0.16,22.97,0.7703,3.0,0,0,0,0,0,0,0,0,0,1,0,0
GEN,0.5,2.16,10.61,0.8939,4.0,0,0,0,0,0,0,0,0,0,1,0,0
GILD,3.0,3.8,17.07,0.8293,4.0,0,0,0,0,0,1,0,0,0,0,0,0
GIPR,0.468,12.03,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
GLAD,0.99,9.46,9.18,0.9082,13.0,0,0,0,0,1,0,0,0,0,0,0,0
GLBZ,0.4,6.74,8.13,0.9187,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GLNG,1.0,4.34,49.75244680851063,0.5024755319148937,3.0,0,1,0,0,0,0,0,0,0,0,0,0
GLPI,2.92,6.03,17.75,0.8225,4.0,0,0,0,0,0,0,0,0,1,0,0,0
GNTX,0.48,1.48,19.07,0.8093,4.0,0,1,0,0,0,0,0,0,0,0,0,0
GOGL,0.4,4.24,16.02,0.8398,4.0,0,1,0,0,0,0,0,0,0,0,0,0
GOOD,1.2,9.23,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
GOODN,1.6563,8.12,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
GOODO,1.5,7.88,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
GPP,1.82,14.17,7.93,0.9207,4.0,0,0,0,0,0,0,1,0,0,0,0,0
GREEL,2.125,21.79,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GRIN,0.12,1.3,49.75244680851063,0.5024755319148937,2.0,0,1,0,0,0,0,0,0,0,0,0,0
GROW,0.09,3.17,14.15,0.8585,12.0,0,0,0,0,1,0,0,0,0,0,0,0
GSBC,1.6,2.67,9.53,0.9047000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
GWRS,0.301,2.33,40.41,0.5959000000000001,12.0,0,0,0,0,0,0,0,0,0,0,0,1
HAFC,1.0,5.11,6.73,0.9327,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HAS,2.8,5.48,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HAYN,0.88,1.56,17.23,0.8277,4.0,0,0,0,0,0,0,1,0,0,0,0,0
HBANL,1.719,6.93,18.302007434944237,0.8169799256505577,2.0,0,0,0,0,1,0,0,0,0,0,0,0
HBANM,1.425,6.61,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HBANP,1.125,6.26,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HBCP,1.0,2.37,8.22,0.9178,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HBNC,0.64,4.56,8.31,0.9169,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HBT,0.68,3.23,10.06,0.8994,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HEES,1.1,2.12,11.24,0.8876,4.0,0,0,0,0,0,0,1,0,0,0,0,0
HFBL,0.5,3.49,8.54,0.9146,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HFWA,0.88,4.11,9.73,0.9027000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HIBB,1.0,1.39,8.32,0.9168000000000001,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HIFS,2.52,1.3,13.78,0.8622,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HIMX,0.48,7.92,15.34,0.8466,1.0,0,0,0,0,0,0,0,0,0,1,0,0
HMNF,0.32,1.38,14.59,0.8541,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HMST,0.4,4.3,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HNNA,0.55,8.4,10.56,0.8944,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HNNAZ,1.2188,5.25,18.302007434944237,0.8169799256505577,5.0,0,0,0,0,1,0,0,0,0,0,0,0
HNVR,0.4,2.31,8.46,0.9154,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HOFT,0.92,3.48,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HON,4.32,2.11,25.41,0.7459,4.0,0,0,0,0,0,0,1,0,0,0,0,0
HONE,0.3,2.5,16.2,0.838,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HOPE,0.56,4.67,9.02,0.9097999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HOVNP,1.9063,10.3,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HPK,0.1,0.7,9.87,0.9013,4.0,0,0,0,1,0,0,0,0,0,0,0,0
HQI,0.24,1.51,24.4,0.756,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HROWL,2.1563,8.97,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
HROWM,2.9688,11.48,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
HSII,0.6,2.03,10.92,0.8908,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HST,0.72,3.68,18.64,0.8136,4.0,0,0,0,0,0,0,0,0,1,0,0,0
HSTM,0.1,0.37,62.77,0.37229999999999996,4.0,0,1,0,0,0,0,0,0,0,0,0,0
HTBI,0.44,1.6,8.91,0.9109,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HTBK,0.52,5.3,8.31,0.9169,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HTIA,1.8438,12.63,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
HTIBP,1.7813,12.71,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
HTLD,0.08,0.57,45.06,0.5494,4.0,0,0,0,0,0,0,1,0,0,0,0,0
HTLF,1.2,3.19,8.04,0.9196,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HTLFP,1.75,7.01,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HURC,0.64,2.92,42.02,0.5798,4.0,0,0,0,0,0,0,1,0,0,0,0,0
HWC,1.2,2.51,8.59,0.9141,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HWCPZ,1.5625,6.21,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
HWKN,0.64,0.89,21.82,0.7818,4.0,0,1,0,0,0,0,0,0,0,0,0,0
IBCP,0.92,3.55,9.2,0.908,4.0,0,0,0,0,1,0,0,0,0,0,0,0
IBKR,0.4,0.49,14.96,0.8504,4.0,0,0,0,0,1,0,0,0,0,0,0,0
IBOC,1.26,2.43,7.85,0.9215,2.0,0,0,0,0,1,0,0,0,0,0,0,0
IBTX,1.52,3.01,30.25,0.6975,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ICMB,0.72,20.81,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
IDCC,1.6,1.44,15.48,0.8452,4.0,0,0,0,0,0,0,0,1,0,0,0,0
IEP,4.0,23.6,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
III,0.18,3.8,17.56,0.8244,4.0,0,1,0,0,0,0,0,0,0,0,0,0
ILPT,0.04,0.87,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
IMKTA,0.66,0.77,7.69,0.9231,4.0,0,0,1,0,0,0,0,0,0,0,0,0
IMMR,0.12,1.7,6.19,0.9381,4.0,0,0,0,0,0,0,0,0,0,1,0,0
IMPPP,2.1875,10.2,49.75244680851063,0.5024755319148937,3.0,0,1,0,0,0,0,0,0,0,0,0,0
INBK,0.24,0.98,17.94,0.8206,4.0,0,0,0,0,1,0,0,0,0,0,0,0
INBKZ,1.5,7.03,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
INTC,0.5,1.06,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
INTU,3.6,0.58,67.87,0.3212999999999999,4.0,0,0,0,0,0,0,0,0,0,1,0,0
IOSP,1.44,1.17,24.39,0.7561,2.0,0,0,0,0,0,0,1,0,0,0,0,0
IPAR,2.5,1.76,28.64,0.7136,4.0,0,1,0,0,0,0,0,0,0,0,0,0
IRDM,0.52,1.28,60.52857142857143,0.3947142857142857,4.0,0,0,0,0,0,0,0,0,0,0,1,0
IROQ,0.4,2.41,17.14,0.8286,2.0,0,0,0,0,1,0,0,0,0,0,0,0
ISTR,0.4,2.73,6.63,0.9337,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ITIC,1.84,1.12,13.5,0.865,4.0,0,0,0,0,1,0,0,0,0,0,0,0
JACK,1.76,2.14,13.21,0.8679,4.0,0,1,0,0,0,0,0,0,0,0,0,0
JBHT,1.68,0.84,27.23,0.7277,4.0,0,0,0,0,0,0,1,0,0,0,0,0
JBSS,2.0,1.92,18.95,0.8105,2.0,0,0,1,0,0,0,0,0,0,0,0,0
JD,0.62,2.22,13.21,0.8679,1.0,0,1,0,0,0,0,0,0,0,0,0,0
JKHY,2.08,1.27,33.12,0.6688000000000001,4.0,0,0,0,0,0,0,0,0,0,1,0,0
JMSB,0.22,0.94,38.65,0.6134999999999999,1.0,0,0,0,0,1,0,0,0,0,0,0,0
JOUT,1.32,2.62,26.84,0.7316,4.0,0,1,0,0,0,0,0,0,0,0,0,0
JRSH,0.2,6.41,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
JRVR,0.2,2.14,6.07,0.9393,4.0,0,0,0,0,1,0,0,0,0,0,0,0
JSM,1.5,7.47,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
KALU,3.08,4.43,87.52,0.12480000000000002,4.0,0,0,0,0,0,0,1,0,0,0,0,0
KDP,0.86,2.64,23.57,0.7643,4.0,0,0,1,0,0,0,0,0,0,0,0,0
KELYA,0.3,1.4,33.31,0.6669,4.0,0,1,0,0,0,0,0,0,0,0,0,0
KELYB,0.3,1.42,32.54,0.6746000000000001,4.0,0,1,0,0,0,0,0,0,0,0,0,0
KFFB,0.4,9.78,102.25,-0.022499999999999964,4.0,0,0,0,0,1,0,0,0,0,0,0,0
KFRC,1.44,2.11,25.83,0.7417,4.0,0,1,0,0,0,0,0,0,0,0,0,0
KHC,1.6,4.45,14.86,0.8514,4.0,0,0,1,0,0,0,0,0,0,0,0,0
KLAC,5.8,1.0,26.18,0.7382,4.0,0,0,0,0,0,0,0,0,0,1,0,0
KRNY,0.44,4.8,17.17,0.8283,4.0,0,0,0,0,1,0,0,0,0,0,0,0
KRT,0.8,3.34,14.63,0.8537,3.0,0,0,0,0,0,0,1,0,0,0,0,0
LAKE,0.12,0.67,20.48,0.7952,4.0,0,0,0,0,0,1,0,0,0,0,0,0
LAMR,5.0,4.7,26.57,0.7343,4.0,0,0,0,0,0,0,0,0,1,0,0,0
LANC,3.6,2.22,38.57,0.6143000000000001,4.0,0,0,1,0,0,0,0,0,0,0,0,0
LAND,0.5568,3.83,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
LANDM,1.25,5.27,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
LANDO,1.5,8.0,28.302142857142858,0.7169785714285715,12.0,0,0,0,0,0,0,0,0,1,0,0,0
LANDP,1.5,8.02,28.302142857142858,0.7169785714285715,7.0,0,0,0,0,0,0,0,0,1,0,0,0
LARK,0.84,5.242067183462533,9.78,0.9022,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LBAI,0.58,3.95,9.85,0.9015,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LBRDP,1.75,7.83,60.52857142857143,0.3947142857142857,4.0,0,0,0,0,0,0,0,0,0,0,1,0
LCNB,0.88,5.37,9.57,0.9043,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LCUT,0.17,2.86,49.75244680851063,0.5024755319148937,4.0,0,1,0,0,0,0,0,0,0,0,0,0
LECO,2.56,1.18,25.41,0.7459,4.0,0,0,0,0,0,0,1,0,0,0,0,0
LFMDP,2.2188,11.68,31.290625,0.6870937500000001,4.0,0,0,0,0,0,1,0,0,0,0,0,0
LFUS,2.6,0.97,21.78,0.7822,4.0,0,0,0,1,0,0,0,0,0,0,0,0
LFVN,0.14,2.23,31.45,0.6855,4.0,0,0,0,0,0,1,0,0,0,0,0,0
LIN,5.1,1.25,33.87,0.6613,4.0,0,0,0,0,0,0,1,0,0,0,0,0
LKFN,1.84,2.82,18.94,0.8106,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LKQ,1.2,2.53,13.42,0.8658,4.0,0,1,0,0,0,0,0,0,0,0,0,0
LMAT,0.56,0.99,47.13,0.5287,4.0,0,0,0,0,0,1,0,0,0,0,0,0
LMNR,0.3,1.56,41.43,0.5857,4.0,0,0,1,0,0,0,0,0,0,0,0,0
LNT,1.81,3.58,18.46,0.8154,4.0,0,0,0,0,0,0,0,0,0,0,0,1
LOAN,0.45,9.33,9.85,0.9015,4.0,0,0,0,0,0,0,0,0,1,0,0,0
LOGI,1.1876,1.27,38.96,0.6104,1.0,0,0,0,0,0,0,0,0,0,1,0,0
LPLA,1.2,0.54,15.16,0.8484,4.0,0,0,0,0,1,0,0,0,0,0,0,0
LSTR,1.32,0.67,23.93,0.7607,5.0,0,0,0,0,0,0,1,0,0,0,0,0
LX,0.232,11.96,1.71,0.9829,1.0,0,0,0,0,1,0,0,0,0,0,0,0
LYTS,0.2,1.42,15.22,0.8478,4.0,0,1,0,0,0,0,0,0,0,0,0,0
MAR,2.08,0.94,23.5,0.765,4.0,0,1,0,0,0,0,0,0,0,0,0,0
MARPS,0.3346,7.97,7.78,0.9222,4.0,0,0,0,1,0,0,0,0,0,0,0,0
MATW,0.96,2.55,30.67,0.6933,4.0,0,0,0,0,0,0,0,0,0,0,1,0
MBCN,0.8,2.35,15.3,0.847,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MBWM,1.36,3.39,7.73,0.9227,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MCBC,0.36,3.17,8.64,0.9136,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MCBS,0.72,2.94,11.67,0.8833,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MCHP,1.756,1.95,20.06,0.7994,4.0,0,0,0,0,0,0,0,0,0,1,0,0
MCRI,1.2,1.76,15.82,0.8418,4.0,0,1,0,0,0,0,0,0,0,0,0,0
MDLZ,1.7,2.41,21.03,0.7897,4.0,0,0,1,0,0,0,0,0,0,0,0,0
MDRRP,4.0,17.0,28.302142857142858,0.7169785714285715,3.0,0,0,0,0,0,0,0,0,1,0,0,0
MEOH,0.74,1.54,19.04,0.8096,4.0,0,0,0,0,0,0,1,0,0,0,0,0
MERC,0.3,3.17,14.73,0.8527,4.0,1,0,0,0,0,0,0,0,0,0,0,0
METC,0.5,2.99,11.45,0.8855,4.0,0,0,0,1,0,0,0,0,0,0,0,0
METCB,0.9948,7.5,13.215,0.86785,2.0,0,0,0,1,0,0,0,0,0,0,0,0
METCL,2.25,8.7,13.215,0.86785,4.0,0,0,0,1,0,0,0,0,0,0,0,0
MFIC,1.52,11.14,10.29,0.8971,5.0,0,0,0,0,1,0,0,0,0,0,0,0
MFIN,0.4,4.09,4.15,0.9585,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MGEE,1.71,2.41,21.95,0.7805,4.0,0,0,0,1,0,0,0,0,0,0,0,0
MGIC,0.654,6.59,12.72,0.8728,2.0,0,0,0,0,0,0,0,0,0,1,0,0
MGPI,0.48,0.49,22.58,0.7742,4.0,0,0,1,0,0,0,0,0,0,0,0,0
MGRC,1.86,1.59,15.76,0.8424,4.0,0,1,0,0,0,0,0,0,0,0,0,0
MGYR,0.16,1.42,9.36,0.9064,5.0,0,0,0,0,1,0,0,0,0,0,0,0
MINDP,2.25,23.56,27.281764705882352,0.7271823529411765,1.0,0,0,0,0,0,0,1,0,0,0,0,0
MKSI,0.88,0.89,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
MKTX,2.88,1.01,43.26,0.5674,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MLAB,0.64,0.61,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
MMLP,0.02,0.78,13.215,0.86785,4.0,0,0,0,1,0,0,0,0,0,0,0,0
MNDO,0.24,12.31,7.86,0.9214,1.0,0,0,0,0,0,0,0,0,0,1,0,0
MNRO,1.12,3.59,28.45,0.7155,4.0,0,1,0,0,0,0,0,0,0,0,0,0
MNSB,0.4,1.62,6.89,0.9311,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MNSBP,1.875,8.01,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MOFG,0.97,3.64,12.35,0.8765000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MORN,1.5,0.53,171.48,-0.7147999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MPB,0.8,3.29,9.69,0.9031,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MPWR,4.0,0.64,67.35,0.3265,4.0,0,0,0,0,0,0,0,0,0,1,0,0
MRBK,0.5,3.74,9.0,0.91,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MRCC,1.0,14.66,42.63,0.5737,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MRTN,0.24,1.17,20.26,0.7974,4.0,0,0,0,0,0,0,1,0,0,0,0,0
MRVL,0.24,0.4,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
MSBI,1.2,4.35,7.45,0.9255,4.0,0,0,0,0,1,0,0,0,0,0,0,0
MSEX,1.3,1.92,37.4,0.626,4.0,0,0,0,0,0,0,0,0,0,0,0,1
MSFT,3.0,0.8,36.18,0.6382,4.0,0,0,0,0,0,0,0,0,0,1,0,0
MTEX,0.8,10.57,31.290625,0.6870937500000001,2.0,0,0,0,0,0,1,0,0,0,0,0,0
MU,0.46,0.54,30.765510204081632,0.6923448979591837,4.0,0,0,0,0,0,0,0,0,0,1,0,0
MVBF,0.68,3.0,10.03,0.8996999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NATH,2.0,2.59,15.98,0.8402000000000001,4.0,0,1,0,0,0,0,0,0,0,0,0,0
NAVI,0.64,3.32,6.88,0.9312,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NBN,0.04,0.07,8.32,0.9168000000000001,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NBTB,1.28,3.03,15.07,0.8492999999999999,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NDAQ,0.88,1.57,25.43,0.7457,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NECB,0.24,1.36,6.17,0.9383,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NEWT,0.72,5.03,14.5,0.855,3.0,0,0,0,0,1,0,0,0,0,0,0,0
NEWTI,2.0222,8.09,18.302007434944237,0.8169799256505577,1.0,0,0,0,0,1,0,0,0,0,0,0,0
NEWTL,1.4375,5.79,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NEWTZ,1.375,5.7,18.302007434944237,0.8169799256505577,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NFBK,0.52,4.23,12.82,0.8718,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NFE,0.2,0.54,19.86,0.8014,5.0,0,0,0,0,0,0,0,0,0,0,0,1
NHTC,0.8,14.11,142.13,-0.4213,4.0,0,1,0,0,0,0,0,0,0,0,0,0
NKSH,1.56,4.64,18.302007434944237,0.8169799256505577,3.0,0,0,0,0,1,0,0,0,0,0,0,0
NMFC,1.44,11.22,11.42,0.8858,5.0,0,0,0,0,1,0,0,0,0,0,0,0
NMRK,0.12,1.16,115.78,-0.15779999999999994,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NRC,0.48,1.22,34.08,0.6592,5.0,0,0,0,0,0,1,0,0,0,0,0,0
NRIM,2.4,4.08,12.42,0.8758,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NSSC,0.32,0.94,31.93,0.6807000000000001,3.0,0,0,0,0,0,0,0,0,0,0,1,0
NTAP,2.0,2.23,27.82,0.7218,4.0,0,0,0,0,0,0,0,0,0,1,0,0
NTES,1.98,1.9,14.85,0.8515,4.0,0,0,0,0,0,0,0,0,0,1,0,0
NTIC,0.28,2.3,30.3,0.6970000000000001,4.0,0,0,0,0,0,0,1,0,0,0,0,0
NVDA,0.16,0.03,64.93,0.3506999999999999,4.0,0,0,0,0,0,0,0,0,0,1,0,0
NVEC,4.0,5.0,17.98,0.8202,4.0,0,0,0,0,0,0,0,0,0,1,0,0
NWBI,0.8,6.37,11.58,0.8842,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NWE,2.56,5.02,17.22,0.8278,4.0,0,0,0,0,0,0,0,0,0,0,0,1
NWFL,1.16,3.46,11.53,0.8847,4.0,0,0,0,0,1,0,0,0,0,0,0,0
NWL,0.28,3.22,27.281764705882352,0.7271823529411765,4.0,0,0,0,0,0,0,1,0,0,0,0,0
NWLI,0.36,0.07,14.37,0.8563000000000001,1.0,0,0,0,0,1,0,0,0,0,0,0,0
NWS,0.2,0.81,99.54,0.0045999999999999375,2.0,0,1,0,0,0,0,0,0,0,0,0,0
NWSA,0.2,0.84,95.18,0.04819999999999991,2.0,0,1,0,0,0,0,0,0,0,0,0,0
NXST,5.4,3.39,13.81,0.8619,4.0,0,0,0,0,0,0,1,0,0,0,0,0
NYMTL,1.7188,8.6,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
NYMTM,1.9688,8.28,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
NYMTN,2.0,9.22,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
NYMTZ,1.75,10.07,28.302142857142858,0.7169785714285715,4.0,0,0,0,0,0,0,0,0,1,0,0,0
OBT,0.92,1.55,11.02,0.8898,4.0,0,0,0,0,1,0,0,0,0,0,0,0
